Index;sexe;Tranche Age;enfant_conduite_accompagne;enfants;Tranche Revenu;formation;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;formule;Tranche Tarifaire ;code postal
1044;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;14.0;Highly Urban/ Urban;29/03/2022 10:10;dev_integral;Basse;82100
1045;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;PhD;Commercial;Sports Car;Moyen;10.0;Highly Urban/ Urban;13/02/2022 12:49;dev_integral;Basse;91410
1046;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Sports Car;Faible;1.0;Highly Rural/ Rural;11/02/2022 19:49;dev_express;Basse;44600
1047;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;Panel Truck;Faible;9.0;Highly Rural/ Rural;28/05/2022 14:51;dev_integral;Basse;55300
1048;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Bachelors;Private;Minivan;Moyen;8.0;Highly Urban/ Urban;03/04/2022 10:24;dev_integral;Moyenne;34000
1049;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Moyen;9.0;Highly Rural/ Rural;20/05/2022 00:54;dev_integral;Moyenne;40530
1050;M;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Bachelors;Private;Minivan;Faible;6.0;Highly Urban/ Urban;22/04/2022 07:51;dev_express;Basse;48000
1051;M;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;High School;Commercial;SUV;Faible;8.0;Highly Urban/ Urban;29/01/2022 23:53;dev_integral;Moyenne;74500
1052;M;Jeune : moins de 25 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Minivan;Moyen;1.0;Highly Urban/ Urban;21/05/2022 16:52;dev_integral;Moyenne;34000
1053;M;Jeune : moins de 25 ans;Aucun;FAUX;Non connu;Bachelors;Commercial;Minivan;Faible;8.0;Highly Urban/ Urban;04/05/2022 21:53;dev_integral;Moyenne;22700
1054;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;Bachelors;Private;Minivan;Moyen;12.0;Highly Urban/ Urban;25/01/2022 02:36;dev_premium;Moyenne;82800
1055;M;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Bachelors;Commercial;Panel Truck;Faible;1.0;Highly Urban/ Urban;27/01/2022 10:59;dev_integral;Moyenne;56100
1056;M;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Masters;Private;Pickup;Moyen;17.0;Highly Urban/ Urban;11/03/2022 17:06;dev_integral;Moyenne;88190
1057;F;Adulte : 25-64 ans;Aucun;VRAI;[60K - 80K[;High School;Commercial;Minivan;Faible;1.0;Highly Rural/ Rural;25/05/2022 04:29;dev_integral;Moyenne;1230
1058;F;Senior : 65 ans et plus;Aucun;VRAI;[60K - 80K[;Bachelors;Commercial;Minivan;Faible;5.0;Highly Urban/ Urban;20/01/2022 13:19;dev_premium;Moyenne;77600
1059;F;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;Pickup;Faible;1.0;Highly Urban/ Urban;22/04/2022 03:55;dev_integral;Moyenne;31320
1060;F;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Masters;Commercial;Panel Truck;Moyen;15.0;Highly Urban/ Urban;10/02/2022 11:43;dev_integral;Basse;41120
1061;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Commercial;Panel Truck;Moyen;15.0;Highly Urban/ Urban;24/02/2022 22:38;dev_express;Basse;39600
1062;F;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;Bachelors;Private;Sports Car;Moyen;12.0;Highly Urban/ Urban;17/03/2022 13:01;dev_express;Basse;19100
1063;F;Jeune : moins de 25 ans;Plusieurs;FAUX;>120K;PhD;Private;SUV;Moyen;;Highly Urban/ Urban;04/03/2022 23:01;dev_express;Basse;91160
1064;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;1.0;Highly Rural/ Rural;20/04/2022 21:31;dev_express;Basse;73100
1065;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Masters;Private;Van;Moyen;12.0;Highly Urban/ Urban;30/01/2022 10:23;dev_express;Basse;37400
1066;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Masters;Private;Minivan;Moyen;17.0;Highly Urban/ Urban;11/02/2022 03:05;dev_integral;Basse;56330
1067;F;Senior : 65 ans et plus;Aucun;VRAI;[40K - 60K[;Bachelors;Private;Sports Car;Faible;1.0;Highly Urban/ Urban;05/03/2022 22:31;dev_integral;Basse;20240
1068;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Commercial;Van;Moyen;1.0;Highly Urban/ Urban;16/02/2022 21:11;dev_express;Basse;93420
1069;F;Jeune : moins de 25 ans;Aucun;FAUX;>120K;Masters;Private;Van;Faible;12.0;Highly Urban/ Urban;25/01/2022 22:15;dev_integral;Moyenne;66540
1070;F;Adulte : 25-64 ans;Plusieurs;VRAI;>120K;Bachelors;Commercial;Pickup;Faible;1.0;Highly Rural/ Rural;06/03/2022 06:46;dev_express;Basse;12000
1071;F;Adulte : 25-64 ans;Un;VRAI;[40K - 60K[;High School;Commercial;Van;Faible;1.0;Highly Urban/ Urban;15/04/2022 19:54;dev_express;Basse;37130
1072;M;Adulte : 25-64 ans;Un;VRAI;[80K - 120K[;Bachelors;Commercial;Van;Faible;11.0;Highly Rural/ Rural;24/03/2022 05:03;dev_integral;Moyenne;79000
1073;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Commercial;Panel Truck;Moyen;19.0;Highly Urban/ Urban;06/02/2022 04:58;dev_integral;Moyenne;65220
1074;F;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;Bachelors;Commercial;Pickup;Faible;12.0;Highly Urban/ Urban;27/03/2022 09:03;dev_integral;Moyenne;69240
1075;F;Senior : 65 ans et plus;Un;VRAI;[0 - 40K[;High School;Private;Van;Faible;;Highly Urban/ Urban;28/02/2022 04:43;dev_express;Basse;18110
1076;F;Adulte : 25-64 ans;Un;VRAI;[0 - 40K[;High School;Private;Pickup;Faible;7.0;Highly Urban/ Urban;17/02/2022 12:07;dev_express;Basse;53160
1077;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Private;SUV;Moyen;8.0;Highly Urban/ Urban;21/03/2022 04:50;dev_integral;Moyenne;43250
1078;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Commercial;Panel Truck;Faible;1.0;Highly Urban/ Urban;29/04/2022 13:22;dev_express;Basse;16200
1079;M;Jeune : moins de 25 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Private;Minivan;Moyen;10.0;Highly Urban/ Urban;21/04/2022 12:08;dev_express;Basse;28190
1080;F;Jeune : moins de 25 ans;Aucun;FAUX;>120K;Bachelors;Commercial;Panel Truck;Moyen;1.0;Highly Urban/ Urban;19/01/2022 11:20;dev_integral;Moyenne;71150
1081;M;Senior : 65 ans et plus;Aucun;VRAI;>120K;Masters;Private;Minivan;Faible;15.0;Highly Urban/ Urban;09/03/2022 20:30;dev_integral;Moyenne;73200
1082;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;PhD;Private;Sports Car;Moyen;17.0;Highly Urban/ Urban;01/03/2022 14:18;dev_express;Basse;18150
1083;M;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;Masters;Private;SUV;Faible;18.0;Highly Urban/ Urban;25/02/2022 19:38;dev_express;Basse;72230
1084;F;Jeune : moins de 25 ans;Aucun;VRAI;[80K - 120K[;Bachelors;Commercial;Minivan;Faible;1.0;Highly Urban/ Urban;06/04/2022 01:42;dev_integral;Moyenne;89390
1085;F;Senior : 65 ans et plus;Plusieurs;VRAI;[0 - 40K[;High School;Private;Sports Car;Moyen;4.0;Highly Urban/ Urban;04/04/2022 10:25;dev_express;Basse;59820
1086;F;Adulte : 25-64 ans;Un;VRAI;[40K - 60K[;High School;Private;Minivan;Moyen;1.0;Highly Urban/ Urban;04/02/2022 21:07;dev_express;Basse;95430
1087;M;Senior : 65 ans et plus;Aucun;FAUX;Non connu;Bachelors;Commercial;Van;Moyen;8.0;Highly Urban/ Urban;06/01/2022 03:31;dev_express;Basse;46090
1088;F;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;Masters;Private;SUV;Faible;14.0;Highly Urban/ Urban;15/03/2022 18:00;dev_integral;Moyenne;50610
1089;M;Adulte : 25-64 ans;Aucun;VRAI;[80K - 120K[;High School;Commercial;Van;Moyen;1.0;Highly Urban/ Urban;23/01/2022 03:10;dev_express;Basse;58400
1090;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;Pickup;Faible;1.0;Highly Urban/ Urban;18/02/2022 02:05;dev_integral;Moyenne;65100
1091;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;Masters;Private;Sports Car;Elevé;6.0;Highly Urban/ Urban;09/02/2022 05:52;dev_integral;Basse;3300
1092;F;Adulte : 25-64 ans;Aucun;VRAI;[60K - 80K[;Bachelors;Commercial;Pickup;Faible;6.0;Highly Rural/ Rural;07/04/2022 03:39;dev_integral;Moyenne;85270
1093;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Masters;Commercial;Panel Truck;Faible;16.0;Highly Rural/ Rural;03/04/2022 15:51;dev_integral;Moyenne;79290
1094;F;Jeune : moins de 25 ans;Plusieurs;VRAI;[0 - 40K[;PhD;Commercial;Pickup;Faible;19.0;Highly Urban/ Urban;01/03/2022 20:07;dev_integral;Moyenne;78300
1095;F;Adulte : 25-64 ans;Un;VRAI;[80K - 120K[;Bachelors;Private;Minivan;Moyen;13.0;Highly Urban/ Urban;31/03/2022 06:34;dev_premium;Moyenne;19600
1096;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Minivan;Moyen;8.0;Highly Urban/ Urban;24/01/2022 07:06;dev_express;Basse;10440
1097;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Panel Truck;Faible;;Highly Rural/ Rural;24/02/2022 16:14;dev_integral;Basse;11500
1098;M;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Minivan;Moyen;12.0;Highly Urban/ Urban;26/01/2022 07:50;dev_express;Basse;35800
1099;M;Senior : 65 ans et plus;Plusieurs;VRAI;Non connu;Bachelors;Commercial;SUV;Moyen;9.0;Highly Urban/ Urban;07/02/2022 09:30;dev_express;Basse;59240
1100;M;Adulte : 25-64 ans;Aucun;VRAI;>120K;PhD;Private;Van;Faible;13.0;Highly Urban/ Urban;11/03/2022 02:37;dev_vip;Elevée;49290
1101;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;Masters;Private;Minivan;Moyen;9.0;Highly Rural/ Rural;08/03/2022 10:38;dev_integral;Moyenne;20000
1102;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Private;Minivan;Faible;8.0;Highly Urban/ Urban;15/04/2022 09:55;dev_express;Basse;87000
1103;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;SUV;Faible;9.0;Highly Urban/ Urban;29/05/2022 18:16;dev_integral;Moyenne;29120
1104;M;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Private;Minivan;Faible;1.0;Highly Rural/ Rural;16/04/2022 13:39;dev_express;Basse;26200
1105;M;Jeune : moins de 25 ans;Plusieurs;VRAI;[80K - 120K[;Masters;Commercial;Panel Truck;Elevé;16.0;Highly Urban/ Urban;22/01/2022 05:58;dev_express;Basse;20290
1106;M;Jeune : moins de 25 ans;Aucun;FAUX;[60K - 80K[;Masters;Commercial;Panel Truck;Faible;12.0;Highly Urban/ Urban;27/03/2022 20:38;dev_premium;Moyenne;20000
1107;M;Jeune : moins de 25 ans;Aucun;VRAI;[40K - 60K[;Bachelors;Private;SUV;Faible;10.0;Highly Urban/ Urban;04/01/2022 05:01;dev_integral;Basse;60300
1108;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Van;Elevé;8.0;Highly Urban/ Urban;13/02/2022 15:16;dev_integral;Moyenne;1390
1109;M;Adulte : 25-64 ans;Aucun;VRAI;>120K;Masters;Private;SUV;Moyen;14.0;Highly Urban/ Urban;19/03/2022 20:36;dev_premium;Moyenne;36200
1110;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;Pickup;Faible;1.0;Highly Urban/ Urban;23/03/2022 12:55;dev_integral;Moyenne;24600
1111;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Masters;Private;Sports Car;Faible;21.0;Highly Urban/ Urban;24/02/2022 13:26;dev_express;Basse;73000
1112;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;Bachelors;Private;Sports Car;Faible;1.0;Highly Urban/ Urban;30/05/2022 19:44;dev_integral;Moyenne;93380
1113;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Van;Moyen;4.0;Highly Urban/ Urban;02/03/2022 11:38;dev_express;Basse;14440
1114;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Masters;Private;Minivan;Faible;16.0;Highly Urban/ Urban;20/05/2022 22:56;dev_integral;Moyenne;92000
1115;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Masters;Private;Pickup;Faible;10.0;Highly Urban/ Urban;29/04/2022 03:01;dev_integral;Moyenne;90000
1116;M;Jeune : moins de 25 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Pickup;Faible;7.0;Highly Urban/ Urban;25/01/2022 05:05;dev_express;Basse;95220
1117;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;Pickup;Faible;1.0;Highly Urban/ Urban;03/03/2022 19:35;dev_integral;Moyenne;64260
1118;M;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;High School;Private;Minivan;Faible;9.0;Highly Urban/ Urban;16/02/2022 23:56;dev_express;Basse;22290
1119;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;PhD;Private;Minivan;Faible;12.0;Highly Urban/ Urban;08/04/2022 12:32;dev_integral;Moyenne;49000
1120;M;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Private;Sports Car;Faible;9.0;Highly Urban/ Urban;24/05/2022 09:52;dev_integral;Moyenne;61400
1121;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Masters;Commercial;Panel Truck;Faible;15.0;Highly Urban/ Urban;02/03/2022 00:49;dev_integral;Moyenne;9000
1122;F;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Masters;Commercial;Panel Truck;Faible;12.0;Highly Urban/ Urban;09/02/2022 22:53;dev_premium;Moyenne;25200
1123;M;Jeune : moins de 25 ans;Un;VRAI;[0 - 40K[;High School;Commercial;Minivan;Moyen;4.0;Highly Urban/ Urban;24/01/2022 05:37;dev_integral;Moyenne;13011
1124;F;Jeune : moins de 25 ans;Aucun;VRAI;[60K - 80K[;Bachelors;Commercial;Pickup;Faible;11.0;Highly Rural/ Rural;20/03/2022 04:45;dev_express;Basse;43100
1125;M;Jeune : moins de 25 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Private;Pickup;Faible;12.0;Highly Urban/ Urban;16/03/2022 09:04;dev_integral;Moyenne;71150
1126;M;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;Minivan;Faible;11.0;Highly Rural/ Rural;15/03/2022 13:46;dev_express;Basse;3100
1127;F;Jeune : moins de 25 ans;Aucun;FAUX;[60K - 80K[;High School;Private;SUV;Faible;8.0;Highly Rural/ Rural;24/05/2022 16:03;dev_integral;Moyenne;74440
1128;M;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Private;SUV;Moyen;7.0;Highly Urban/ Urban;26/03/2022 03:48;dev_integral;Moyenne;21000
1129;F;Jeune : moins de 25 ans;Aucun;FAUX;[60K - 80K[;High School;Private;SUV;Moyen;4.0;Highly Urban/ Urban;28/05/2022 19:05;dev_integral;Moyenne;67520
1130;F;Senior : 65 ans et plus;Aucun;FAUX;>120K;PhD;Private;SUV;Faible;12.0;Highly Urban/ Urban;19/04/2022 21:51;dev_integral;Moyenne;10700
1131;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;1.0;Highly Urban/ Urban;04/04/2022 05:24;dev_express;Basse;18410
1132;F;Adulte : 25-64 ans;Aucun;VRAI;[60K - 80K[;Bachelors;Private;Minivan;Moyen;8.0;Highly Urban/ Urban;25/01/2022 05:14;dev_express;Basse;92170
1133;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;10.0;Highly Rural/ Rural;25/02/2022 17:41;dev_integral;Moyenne;48400
1134;M;Adulte : 25-64 ans;Aucun;VRAI;[40K - 60K[;Bachelors;Private;SUV;Faible;7.0;Highly Urban/ Urban;07/03/2022 18:50;dev_integral;Basse;26600
1135;F;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;PhD;Private;SUV;Faible;12.0;Highly Urban/ Urban;11/05/2022 19:57;dev_integral;Moyenne;5100
1136;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Masters;Private;SUV;Moyen;;Highly Urban/ Urban;25/05/2022 05:18;dev_express;Basse;56170
1137;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Private;Sports Car;Elevé;2.0;Highly Urban/ Urban;07/02/2022 06:33;dev_integral;Moyenne;59470
1138;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;10.0;Highly Urban/ Urban;02/03/2022 22:19;dev_express;Basse;27190
1139;M;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Pickup;Moyen;1.0;Highly Urban/ Urban;29/04/2022 09:55;dev_integral;Moyenne;83560
1140;M;Senior : 65 ans et plus;Un;VRAI;[0 - 40K[;Bachelors;Private;Sports Car;Faible;12.0;Highly Rural/ Rural;27/02/2022 08:10;dev_integral;Basse;18130
1141;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Commercial;Pickup;Moyen;7.0;Highly Rural/ Rural;10/02/2022 16:53;dev_express;Basse;86280
1142;F;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;PhD;Private;Pickup;Moyen;22.0;Highly Urban/ Urban;07/05/2022 12:19;dev_integral;Moyenne;16500
1143;F;Senior : 65 ans et plus;Plusieurs;VRAI;[80K - 120K[;Bachelors;Commercial;Panel Truck;Faible;;Highly Rural/ Rural;19/05/2022 09:28;dev_integral;Basse;63000
1144;M;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;High School;Private;Sports Car;Moyen;7.0;Highly Urban/ Urban;24/03/2022 21:00;dev_express;Basse;83300
1145;M;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;PhD;Private;Minivan;Moyen;21.0;Highly Urban/ Urban;18/01/2022 09:50;dev_express;Basse;56330
1146;M;Senior : 65 ans et plus;Aucun;VRAI;[60K - 80K[;High School;Private;SUV;Moyen;1.0;Highly Urban/ Urban;14/03/2022 09:34;dev_integral;Basse;11200
1147;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;6.0;Highly Rural/ Rural;25/01/2022 07:45;dev_express;Basse;39700
1148;F;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;High School;Private;Minivan;Faible;7.0;Highly Urban/ Urban;02/05/2022 07:04;dev_premium;Moyenne;73800
1149;M;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Bachelors;Commercial;Minivan;Moyen;10.0;Highly Urban/ Urban;08/04/2022 04:34;dev_express;Basse;22100
1150;M;Adulte : 25-64 ans;Un;VRAI;[0 - 40K[;High School;Commercial;Pickup;Moyen;9.0;Highly Urban/ Urban;17/05/2022 12:05;dev_express;Basse;4100
1151;M;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Masters;Commercial;Panel Truck;Moyen;20.0;Highly Urban/ Urban;20/02/2022 04:37;dev_integral;Moyenne;68170
1152;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;8.0;Highly Rural/ Rural;03/01/2022 02:02;dev_integral;Moyenne;8000
1153;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Private;Minivan;Moyen;20.0;Highly Urban/ Urban;27/05/2022 05:18;dev_express;Basse;44000
1154;M;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;High School;Private;Minivan;Moyen;1.0;Highly Rural/ Rural;22/05/2022 15:08;dev_express;Basse;37300
1155;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;High School;Private;Minivan;Moyen;1.0;Highly Urban/ Urban;23/01/2022 01:08;dev_integral;Moyenne;87200
1156;F;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;Van;Moyen;4.0;Highly Urban/ Urban;19/01/2022 20:37;dev_premium;Moyenne;74170
1157;M;Senior : 65 ans et plus;Un;FAUX;[40K - 60K[;High School;Private;Minivan;Faible;1.0;Highly Rural/ Rural;08/05/2022 18:08;dev_integral;Moyenne;79500
